Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Cause_of_accident,Accident_severity
2024-10-05 20:00:00,Thursday,31-50,Male,Junior high school,1-2yr,Taxi,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,,,,,No priority to pedestrian,Serious Injury
2024-10-05 09:24:00,Tuesday,18-30,Male,Junior high school,5-10yr,Long lorry,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,6,2,Going straight,Driver or rider,Male,18-30,3.0,No priority to vehicle,Serious Injury
2024-10-05 09:24:00,Tuesday,18-30,Male,Junior high school,5-10yr,Lorry (11-40Q),Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,2,Going straight,,,,,Other,Serious Injury
2024-10-05 09:24:00,Tuesday,31-50,Male,Junior high school,2-5yr,Lorry (11-40Q),Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,2,Going straight,,,,,Other,Serious Injury
2024-10-05 09:24:00,Tuesday,Over 51,Male,Junior high school,1-2yr,Long lorry,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,2,Going straight,Driver or rider,Male,31-50,3.0,Moving Backward,Serious Injury
2024-10-05 09:24:00,Tuesday,31-50,Male,Junior high school,5-10yr,Turbo,Owner,Unknown,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,2,Moving Backward,Driver or rider,Male,31-50,3.0,No distancing,Serious Injury
2024-10-05 09:24:00,Tuesday,Over 51,Male,Junior high school,Below 1yr,Long lorry,Other,Unknown,Unknown,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,6,2,Going straight,,,,,Moving Backward,Serious Injury
2024-10-05 13:24:00,Wednesday,18-30,Male,Junior high school,5-10yr,Long lorry,Owner,Unknown,No defect,Industrial areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,31-50,3.0,No priority to vehicle,Slight Injury
2024-10-05 13:24:00,Wednesday,18-30,Male,Junior high school,5-10yr,Public (13-45 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,Driving carelessly,Slight Injury
2024-10-05 13:24:00,Wednesday,18-30,Male,Unknown,5-10yr,Automobile,Owner,Unknown,Unknown,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,,,,,No distancing,Slight Injury
2024-10-05 17:05:00,Friday,18-30,Male,Junior high school,5-10yr,Automobile,Owner,5-10yrs,No defect,Church areas,Other,Tangent road with flat terrain,No junction,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,31-50,2.0,Other,Slight Injury
2024-10-05 07:02:00,Wednesday,31-50,Male,High school,2-5yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the right,Serious Injury
2024-10-05 07:02:00,Wednesday,31-50,Male,Above high school,5-10yr,Other,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3.0,No distancing,Serious Injury
2024-10-05 19:20:00,Friday,18-30,Male,Junior high school,Above 10yr,Stationwagen,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,Under 18,3.0,Driving carelessly,Serious Injury
2024-10-05 19:20:00,Friday,18-30,Male,Junior high school,Below 1yr,Other,Governmental,2-5yrs,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3.0,No distancing,Serious Injury
2024-10-05 16:10:00,Sunday,18-30,Male,Elementary school,5-10yr,Automobile,Owner,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3.0,No priority to vehicle,Slight Injury
2024-10-05 16:10:00,Sunday,Over 51,Male,Elementary school,2-5yr,Automobile,Owner,5-10yrs,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 18:00:00,Saturday,18-30,Male,Junior high school,2-5yr,Long lorry,Owner,5-10yrs,No defect,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,31-50,3.0,No priority to pedestrian,Slight Injury
2024-10-05 18:00:00,Saturday,Over 51,Male,Junior high school,1-2yr,Public (13-45 seats),Owner,2-5yrs,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Other,,,,,No priority to vehicle,Slight Injury
2024-10-05 18:00:00,Saturday,31-50,Male,Junior high school,2-5yr,Public (13-45 seats),Other,Unknown,No defect,Office areas,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Passenger,Female,Over 51,3.0,Changing lane to the left,Slight Injury
2024-10-05 08:15:00,Thursday,31-50,Male,Junior high school,2-5yr,Lorry (11-40Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Getting off,Driver or rider,Male,18-30,3.0,Turnover,Slight Injury
2024-10-05 11:00:00,Tuesday,31-50,Male,Junior high school,Above 10yr,Lorry (11-40Q),Governmental,Unknown,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Rollover,1,1,Going straight,Passenger,Female,18-30,3.0,Driving to the left,Slight Injury
2024-10-05 17:39:00,Wednesday,Over 51,Male,High school,Below 1yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,18-30,3.0,Driving carelessly,Slight Injury
2024-10-05 17:39:00,Wednesday,18-30,Male,Junior high school,2-5yr,Automobile,Owner,2-5yrs,Unknown,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Passenger,Female,18-30,3.0,Driving to the left,Slight Injury
2024-10-05 17:39:00,Wednesday,18-30,Male,High school,Above 10yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,Driving carelessly,Slight Injury
2024-10-05 20:00:00,Sunday,Over 51,Male,Junior high school,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,31-50,3.0,No priority to pedestrian,Slight Injury
2024-10-05 10:45:00,Wednesday,18-30,Male,High school,5-10yr,Long lorry,Owner,Unknown,No defect,Hospital areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,2.0,Driving carelessly,Slight Injury
2024-10-05 10:45:00,Wednesday,Under 18,Male,Junior high school,Above 10yr,Long lorry,Governmental,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,,,,,Changing lane to the right,Slight Injury
2024-10-05 06:15:00,Wednesday,18-30,Male,Junior high school,1-2yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,,,,,Moving Backward,Serious Injury
2024-10-05 22:45:00,Wednesday,31-50,Male,Junior high school,2-5yr,Stationwagen,Owner,Unknown,No defect,Recreational areas,One way,Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Rollover,2,3,Other,Driver or rider,Male,18-30,3.0,Driving carelessly,Slight Injury
2024-10-05 22:45:00,Wednesday,31-50,Male,Elementary school,2-5yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Rollover,2,3,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 22:45:00,Wednesday,18-30,Male,Elementary school,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,2,3,Going straight,Driver or rider,Male,31-50,3.0,Driving carelessly,Slight Injury
2024-10-05 16:30:00,Tuesday,31-50,Male,Junior high school,5-10yr,Special vehicle,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Driver or rider,Male,18-30,3.0,Driving carelessly,Serious Injury
2024-10-05 16:30:00,Tuesday,31-50,Male,High school,5-10yr,Lorry (41-100Q),Owner,Below 1yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,,,,,Driving carelessly,Serious Injury
2024-10-05 14:50:00,Sunday,31-50,Male,Junior high school,Above 10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,Over 51,3.0,Changing lane to the right,Serious Injury
2024-10-05 14:50:00,Sunday,18-30,Male,Junior high school,Below 1yr,Lorry (11-40Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,Driver or rider,Male,31-50,3.0,Changing lane to the right,Serious Injury
2024-10-05 14:25:00,Saturday,Over 51,Male,Junior high school,Below 1yr,Lorry (41-100Q),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,Passenger,Female,31-50,3.0,Driving carelessly,Serious Injury
2024-10-05 14:25:00,Saturday,18-30,Male,Junior high school,Above 10yr,Motorcycle,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Overtaking,Serious Injury
2024-10-05 15:40:00,Friday,31-50,Male,High school,5-10yr,Automobile,Owner,Unknown,Unknown,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,3.0,Changing lane to the right,Slight Injury
2024-10-05 17:55:00,Saturday,Over 51,Male,Elementary school,5-10yr,Automobile,Owner,1-2yr,5,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,31-50,3.0,No distancing,Slight Injury
2024-10-05 17:55:00,Saturday,18-30,Male,Junior high school,2-5yr,Automobile,Owner,Above 10yr,No defect,School areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3.0,Other,Slight Injury
2024-10-05 11:19:00,Thursday,Over 51,Male,Junior high school,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 11:19:00,Thursday,18-30,Male,Above high school,5-10yr,Other,Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,Under 18,3.0,Changing lane to the right,Slight Injury
2024-10-05 20:15:00,Thursday,Unknown,Female,Junior high school,2-5yr,Public (> 45 seats),Owner,1-2yr,No defect,Residential areas,Other,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Under 18,3.0,Overtaking,Serious Injury
2024-10-05 07:24:00,Monday,18-30,Male,Unknown,Unknown,Public (> 45 seats),Owner,1-2yr,No defect,Industrial areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Going straight,,,,,Other,Slight Injury
2024-10-05 07:24:00,Monday,31-50,Male,Junior high school,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3.0,Driving to the left,Slight Injury
2024-10-05 19:55:00,Sunday,31-50,Male,Junior high school,5-10yr,Automobile,Owner,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Overtaking,Slight Injury
2024-10-05 19:55:00,Sunday,18-30,Male,Junior high school,2-5yr,Bicycle,Owner,1-2yr,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Passenger,Female,Over 51,3.0,No priority to vehicle,Slight Injury
2024-10-05 16:50:00,Sunday,31-50,Male,Elementary school,1-2yr,Automobile,Owner,Unknown,7,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,,,,,Moving Backward,Slight Injury
2024-10-05 09:30:00,Friday,18-30,Male,High school,Unknown,Lorry (41-100Q),Owner,Unknown,No defect,Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,,,,,Other,Slight Injury
2024-10-05 06:58:00,Friday,18-30,Male,Junior high school,1-2yr,Automobile,Owner,1-2yr,No defect,Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3.0,No priority to vehicle,Slight Injury
2024-10-05 06:58:00,Friday,Over 51,Male,Junior high school,2-5yr,Public (13-45 seats),Owner,1-2yr,No defect,Outside rural areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3.0,No priority to pedestrian,Slight Injury
2024-10-05 09:10:00,Thursday,31-50,Male,Junior high school,1-2yr,Special vehicle,Governmental,Below 1yr,No defect,Outside rural areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3.0,Changing lane to the right,Slight Injury
2024-10-05 09:10:00,Thursday,31-50,Male,Elementary school,Above 10yr,Automobile,Owner,Unknown,No defect,Outside rural areas,Other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Changing lane to the right,Slight Injury
2024-10-05 03:10:00,Thursday,18-30,Male,Junior high school,2-5yr,Public (13-45 seats),Owner,Unknown,No defect,School areas,Other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Driver or rider,Male,18-30,3.0,Changing lane to the right,Serious Injury
